id,Project Name,Subtype,Current Status,Capacity (MW),Year of Completion,Country list of Sponsor/Developer,Sponsor/Developer Company,Country list of Lender/Financier,Lender/Financier Company,Country list of Construction/EPC,Construction Company/EPC Participant,Country,Province/State,District,Tributary,Latitude,Longitude,Proximity,Avg. Annual Output (MWh),Data Source,Announcement/More Information,Link,Latest Update
1127,O Phlai I,Hydro,Planned,5.0,,,,,,,,Cambodia,Ratanak Kiri,Ou Chum,Sesan,13.77233,106.9873,,,OpenDevelopment,,,
1128,O Phlai II,Hydro,Planned,4.0,,,,,,,,Cambodia,Mondulkiri,Ou Reang,Srepok,12.40084,107.3844,,,OpenDevelopment,,,
1129,O Phlai III,Hydro,Planned,5.0,,,,,,,,Cambodia,Mondulkiri,Ou Reang,Srepok,12.51783,107.3863,,,OpenDevelopment,,,
1130,O Phlai IV,Hydro,Planned,7.0,,,,,,,,Cambodia,Mondulkiri,Pechr Chenda,Srepok,12.59074,107.3693,,,OpenDevelopment,,,
1131,O Sla,Hydro,Planned,2.0,,,,,,,,Cambodia,Mondulkiri,Pechr Chenda,Srepok,12.80184,107.419,,,OpenDevelopment,,,
1132,O Tourou Trav,Hydro,Planned,1.0,,,,,,,,Cambodia,Kampot,Tuek Chhou,Coastal Rivers Kampot-Sihanoukville,10.8458,104.1024,,,OpenDevelopment,,,
1133,Oak Kan,Wind,Planned,50.0,,China,China Three Gorges (China),,,,,Myanmar,Yangon,Yangon-N,Irrawaddy Mainstem and Delta,17.49864,95.83604,"Actual location unknown, currently sited at locality in link/announcement",,Myanmar Institute for Peace and Security,http://www.oilseedcrops.org/wp-content/uploads/2013/06/Ministry-of-Electric-Power-Myanmar-Wind-Power-Resources-Survey-2012-.pdf; https://www.asiabiomass.jp/english/topics/1509_05.html,,
1134,OASIS Factory Rooftop Installation (Hệ Thống Điện Mặt Trời Áp Mái Tại Công Ty TNHH May OASIS),Solar,Operational,0.23,2017.0,Vietnam,SolarESCO (a Solar BK subsidiary) (Vietnam),Vietnam,Solar ESCO (Vietnam) (corporate finance) using IFC model,,,Vietnam,Hồ Chí Minh,Củ Chi,Song Saigon,10.96286,106.5221,,,Sponsor Website,https://irex.vn/solaresco-phat-trien-thong-dien-mat-troi-ap-mai-tai-cong-ty-tnhh-may-oasis/,,
1135,Oddar Meanchey Coal Plant,Coal,Under Construction,265.0,2021.0,Cambodia; China,"Han Seng Coal Mine Company, Electricite Du Cambodge, Guodian Kangneng",Cambodia,Han Seng Coal Mine,Cambodia; China,"Han Seng Coal Mine Company, Guodian Kangneng Technology",Cambodia,Oddar Meanchey,Anlong Veaeng,Steng Sen,14.1857983,104.3192826,"Actual location unknown, currently sited at locality in link/announcement",,Cambodia Constructors Association,https://construction-property.com/national-assembly-approves-three-drafts-on-coal-fired-electricity-constructions/?fbclid=IwAR3KB9x0DPhVTazHxSgBVipxAbrK1RMnomPV2FyIpLdCstFAt9HhkMmQvLE; https://www.khmertimeskh.com/50689210/royal-group-to-invest-1-5-billion-in-700-mws-coal-fired-power-plant/; http://www.inpai.com.cn/news/redian/2020/0617/062020_50732.html,https://www.propease.co/news-details/225,12/28/2020
1136,Oromis-Oromleng,Hydro,Operational,0.37,2008.0,Japan,J-Power,,,,,Cambodia,Mondulkiri,Saen Monourom,Srepok,12.498641,107.167869,"Actual location unknown, currently sited at locality in link/announcement",,Open Development Cambodia,https://data.opendevelopmentcambodia.net/km/dataset/progress-of-cambodia-power-development-plans--transmission-interconnection-projects,https://www.kh.emb-japan.go.jp/economic/oda/odalist_march2011-k.pdf; http://www.mrcmekong.org/assets/Uploads/1.-Hydropower-plan-Cambodia.pdf; https://www.jpower.co.jp/english/international/consulting/pdf/mondul_kiri_rev1.pdf,08/03/2020
1137,P.S. CH. Biogas Plant,Waste,Unknown,1.0,,Thailand,P.S. CH. Food Products Co. Ltd.,,,,,Thailand,Si Sa Ket,Khun Han,Mun-Chi,14.70928,104.4823,,,UNFCCC,Biogas from wastewater from rice starch,https://cdm.unfccc.int/Projects/DB/RWTUV1372844247.26/view,
1138,P.S. CH. Biogas Plant,Waste,Unknown,1.0,,Thailand,P.S. CH. Food Products Co. Ltd.,,,,,Thailand,Si Sa Ket,Khun Han,Mun-Chi,14.70928,104.4823,,,UNFCCC,Biogas from wastewater from rice starch,https://cdm.unfccc.int/Projects/DB/RWTUV1372844247.26/view,
1139,Pa Chien (Thủy điện Pá Chiến),Hydro,Operational,22.0,2013.0,Vietnam,Pa Chien Hydro Power JSC.,,,,,Vietnam,Sơn La,Mường La,Black-Li Xian,21.476,104.0403,,82000,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/pa-chien-Hydropower,https://vi.wikipedia.org/wiki/Th%E1%BB%A7y_%C4%91i%E1%BB%87n_P%C3%A1_Chi%E1%BA%BFn,
1140,Pac Ma (Thủy điện Pắc Ma),Hydro,Operational,140.0,2020.0,Vietnam,Công ty cổ phần thủy điện Pắc Ma,,,Vietnam,Công ty cổ phần Sông Đà 4,Vietnam,Lai Châu,Mường Tè,Black-Li Xian,22.56642,102.516,,530000,Sponsor Website,http://songda4.vn/tin-tuc/hoat-dong-san-xuat/le-khoi-cong-cong-trinh-thuy-dien-pac-ma,,04/30/2021
1141,Pae Tin Wa,Hydro,Planned,30.0,,China,PowerChina International (China),,,,,Myanmar,Chin,Mindat,Kalandan Mainstem,21.30394,92.86265,"Actual location unknown, currently sited at locality in link/announcement",,,,,
1142,Pak Beng,Hydro,Planned,912.0,2025.0,China; Laos,"China Datang Overseas (81 PCT), Lao Government (19 PCT)",,,China; Laos,"Datang Pak Beng Hydropower Co., Ltd.",Laos,Oudômxai,Pakbeng,Mekong Mainstream - Lower,19.84393,101.0165,,,"Ministry of Energy and Mines, Lao PDR",https://data.mendeley.com/datasets/ht9k5p3vdb/1,,03/31/2021
1143,Pak Chom,Hydro,Planned,1076.0,,Thailand,Thai Developer (Thailand),,,,,Laos,Vientiane [prefecture],Sangthong,Mekong Mainstream - Lower,18.20104,102.0506,,,"Ministry of Energy and Mines, Lao PDR","Signed PDA on 27.12.2010, approved on 27/12/2012",,
1144,Pak Lay,Hydro,Planned,770.0,2029.0,China,"CEIEC, POWERCHINA",China,China EXIM Bank (China),China,Power Construction Corp (China),Laos,Xaignabouri,Parklai,Mekong Mainstream - Lower,18.32758,101.5306,,,"Ministry of Energy and Mines, Lao PDR",Signed MOU 11/6/2007 - undergoing PNCPA process;  size almost halved from iitial listings,,
1145,Pak Mun Dam,Hydro,Operational,136.0,1993.0,Thailand,EGAT (Thailand),World Bank Group,World Bank Group,,,Thailand,Ubon Ratchathani,Khong Chiam,Mun-Chi,15.28194,105.4683,,,Wikipedia,https://www.internationalrivers.org/campaigns/pak-mun-dam-0,,
1146,Pak Ngum,Hydro,Planned,70.0,,Laos,Vientiane Automation (Laos),,,,,Laos,Vientiane [prefecture],Mayparkngum,Nam Ngum,18.15944,103.0558,"Actual location unknown, currently sited at locality in link/announcement",,"Ministry of Energy and Mines, Lao PDR",,,
1147,Pak Phanang,Wind,Operational,10.0,2018.0,Thailand,BCPG PLC,,,,,Thailand,Nakhon Si Thammarat,Pak Phanang,Coastal Rivers Surat Thani-Nakhon Si Thamarat,8.341389,100.25,,,Stimson renewable energy database,http://www.nationmultimedia.com/detail/Corporate/30348011,,
1148,Pakthongchai  Solar Project,Solar,Unknown,9.0,,Thailand,"Bangkhenchai Co., Ltd.",,,,,Thailand,Nakhon Ratchasima,Pak Thong Chai,Mun-Chi,14.76172,102.0698,,10935,UNFCCC,https://cdm.unfccc.int/Projects/DB/LRQA%20Ltd1346226538.32/view,,
1149,Panare Power Station,Coal,Planned,1000.0,2034.0,Thailand,EGAT (Thailand),,,,,Thailand,Pattani,Panare,Coastal Rivers Pattani,6.86,101.4914,,,Global Energy Monitor,https://www.sourcewatch.org/index.php/Panare_power_station,,
1150,Pantai,Solar,Operational,5.0,2015.0,Thailand,"Enmax Holding (Thailand) Co Ltd., GCL-SI ( (Thailand))",,,China,GCL-SI (China),Thailand,Pattani,Muang Pattani,Coastal Tributaries Songkhla-Yala,6.88,101.24,"Actual location unknown, currently sited at locality in link/announcement",,Re Database,https://renewablesnow.com/news/to-the-point-chinas-gcl-si-unveils-10-mw-thai-solar-deal-547500/,,
1151,Pasak Jolasid Dam,Hydro,Operational,6.7,1999.0,Thailand,EGAT (Thailand),,,,,Thailand,Lop Buri,Phatthana Nikhom,Pasak,14.86139,101.0658,,,,"https://www.egat.co.th/en/information/power-plants-and-dams?view=article&id=486
https://en.wikipedia.org/wiki/Pa_Sak_Jolasid_Dam, Pa Sak Jolasid Dam or Pa Sak Cholasit Dam",,
1152,Pathein,Coal,Planned,660.0,,India,Tata Power Pathein (India),,,,,Myanmar,Ayeyarwady,Bassein,Irrawaddy Mainstem and Delta,16.51872,94.30131,"Actual location unknown, currently sited at locality in link/announcement",,Global Energy Monitor,https://endcoal.org/tracker/; https://www.sourcewatch.org/index.php/Pathein_power_station,,
1153,Patthalung Green Power Company Limited,Biomass,Unknown,9.2,2013.0,Thailand,"Patthalung Green Power Company Limited (holding company is TPC Power Holding PLC, additional shareholder is Wood Work Energy Co. Ltd.)",,,,"Stepwise Energy Management Co,",Thailand,Phatthalung,Pa Bon,"Thailand Coastal Rivers Phatthalung, Hat Yai",7.333393,100.1692,"Actual location unknown, currently sited at locality in link/announcement",,TPC Power Holding PLC website,Rubber wood and palm oil residue,http://www.tpcpower.co.th/our-business/bio?lang=en#; http://tpch.listedcompany.com/misc/ShareholderMTG/egm201701/20170914-tpch-egm201701-enc02-en.pdf,
1154,Paunglaung (Lower),Hydro,Operational,280.0,2005.0,Myanmar,MOEE/MOALI (Myanmar),China,China Exim Bank (China),China,Yunnan Machinery Equipment Import and Export Company/Power Construction Corp (China),Myanmar,Mandalay,Yamethin,Paunglaung Chaung,19.785,96.335,,,International Finance Corporation,https://www.ifc.org/wps/wcm/connect/3f136d35-74fe-4601-90f8-4a03c4d22a2b/Chapter+2_SEA+Baseline+Assessment_Hydropower.pdf?MOD=AJPERES; https://www.ifc.org/wps/wcm/connect/07b1eba5-9c63-4f7c-8674-d463732a0395/Copy+of+18+02+07+MYA+SEA+HP+Database+WB-IFC.xl,,
1155,Paunglaung (Middle),Hydro,Planned,152.0,,Singapore,Energize Myanmar (Singapore),,,,,Myanmar,Shan,Taunggye,Paunglaung Chaung,19.85896,96.50983,,,International Finance Corporation,https://www.ifc.org/wps/wcm/connect/3f136d35-74fe-4601-90f8-4a03c4d22a2b/Chapter+2_SEA+Baseline+Assessment_Hydropower.pdf?MOD=AJPERES; https://www.ifc.org/wps/wcm/connect/07b1eba5-9c63-4f7c-8674-d463732a0395/Copy+of+18+02+07+MYA+SEA+HP+Database+WB-IFC.xl,,
1156,Paunglaung (Upper),Hydro,Operational,140.0,2015.0,Myanmar,MEPE (Myanmar),China,China Exim Bank (China),China; Switzerland; United Kingdom; Germany,"Yunnan Machinery Import Export/COLENCO/Power Construction Corp, China Swiss company AF Colenco ;Yunnan Machinery Export Company; British:Malcolm Dunstan and Associates; German: FOSCE Consulting Engineers (China)",Myanmar,Mandalay,Yamethin,Paunglaung Chaung,19.756,96.598,,,Myanmar Institute for Peace and Security,https://en.wikipedia.org/wiki/Upper_Paunglaung_Dam; https://www.ifc.org/wps/wcm/connect/07b1eba5-9c63-4f7c-8674-d463732a0395/Copy+of+18+02+07+MYA+SEA+HP+Database+WB-IFC.xlsx?MOD=AJPERES,,
1157,Pekon,Wind,Planned,950.0,,Thailand,Gunkul Public Engineering Co. (Thailand),,,,,Myanmar,Shan,Taunggye,Nam Pawn,19.73794,97.05035,"Actual location unknown, currently sited at locality in link/announcement",,Myanmar Institute for Peace and Security,http://www.oilseedcrops.org/wp-content/uploads/2013/06/Ministry-of-Electric-Power-Myanmar-Wind-Power-Resources-Survey-2012-.pdf; https://www.asiabiomass.jp/english/topics/1509_05.html,,
1158,Pha Bong Solar Power Plant,Solar,Operational,0.5,,Thailand,EGAT (Thailand),,,,,Thailand,Mae Hong Son,Muang Mae Hong Son,Nam Mae Pai,19.2266,97.9707,,,Electricity Generating Authority of Thailand,https://www.egat.co.th/en/information/power-plants-and-dams?view=article&id=464:pha-bong-solar-power-plant&catid=16,,
1159,Pha Lai 1 (Nhiệt điện Phả Lại 1),Coal,Operational,440.0,1986.0,Vietnam,Công ty Cổ Phần Nhiệt Điện Phả Lại,Russia,Russian financier,Russia,Russian company,Vietnam,Bắc Ninh,Gia Bình,Red Mainstem and Delta,21.0657,106.1832,,,Wikipedia,https://en.wikipedia.org/wiki/Ph%E1%BA%A3_L%E1%BA%A1i_Power_Station,,
1160,Pha Lai 2 Nhiệt điện Phả Lại 2),Coal,Operational,600.0,2001.0,Vietnam,Công ty Cổ Phần Nhiệt Điện Phả Lại,Japan,JICA,Vietnam,Lilama Construction Company (Vietnam),Vietnam,Bắc Ninh,Gia Bình,Red Mainstem and Delta,21.0657,106.1832,,,EVN,https://en.wikipedia.org/wiki/Ph%E1%BA%A3_L%E1%BA%A1i_Power_Station; https://www2.jica.go.jp/yen_loan/pdf/en/4820/19990330.pdf,,03/31/2021
1161,Phan Lam (Nhà máy điện mặt tròi Phan Lâm),Solar,Operational,49.0,2019.0,Vietnam,CT TNHH Năng Lượng Phan Lâm,,,,,Vietnam,Bình Thuận,Bắc Bình,Song Luy,11.33001,108.3631,,,Sponsor Website,http://kingteksolar.com.vn/tin-tuc/cap-nhat-tien-do-hon-10-du-an-nha-may-dien-nang-luong-mat-troi-tai-viet-nam.html,,
1162,Phan Lam 2 (Nhà máy điện mặt tròi Phan Lâm 2),Solar,Operational,49.0,2019.0,Vietnam,CT TNHH Năng Lượng Phan Lâm,,,,,Vietnam,Bình Thuận,Bắc Bình,Song Luy,11.33001,108.3631,,,Sponsor Website,http://kingteksolar.com.vn/tin-tuc/cap-nhat-tien-do-hon-10-du-an-nha-may-dien-nang-luong-mat-troi-tai-viet-nam.html,,
1163,Phanom Thuan Solar Power Plant,Solar,Operational,8.0,,Thailand,SSE-PV8 Project  (Thailand),,,,,Thailand,Kanchanaburi,Phanom Thuan,Tha Chin,14.22,99.7341,,10669.23,World Resources Institute,http://www.thaisolarenergy.com/project.php?menu=future_projects,,
1164,Phetchabun Wind Farm,Wind,Operational,60.0,2016.0,Thailand,EGAT (Thailand),,,,,Thailand,Phetchabun,Khao Kho,Nan,16.73139,100.9894,,,Wikipedia,http://www.pattayamail.com/thailandnews/largest-wind-turbine-to-stand-on-khao-kho-56305; https://renewablesnow.com/news/ge-lands-60-mw-wind-turbine-order-in-thailand-504337/,,
1165,Phetchaburi Solar Power Plant,Solar,Operational,2.1,,Thailand,"Bangkok Solar Power Company, Ltd.",,,,,Thailand,Phetchaburi,Cha-Am,Coastal Rivers Petchaburi-Prachuap Khiri Khan,12.7251,99.9192,,2800.674,World Resources Institute,http://www.bangkoksolarpower.com/en/reference_project,,
1166,Phitsanulok Solar Farm,Solar,Operational,90.0,2017.0,Thailand,Energy Absolute (Thailand),,,,,Thailand,Phitsanulok,Phrom Phiram,Nan,17.07133,100.118,,,UNFCCC,https://asia.unlockingsolarcapital.com/news/2018/5/23/top-25-solar-plants-in-southeast-asia; https://cdm.unfccc.int/Projects/DB/TUEV-RHEIN1354178860.95/view; https://www.energyabsolute.co.th/phitsanulok.asp,,
1167,Phnom Batau,Hydro,Planned,4.0,,,,,,,,Cambodia,Koh Kong,Srae Ambel,Prek Kampong Saom,11.21404,103.8272,,,OpenDevelopment,,,
1168,Phnom Penh Diesel,Oil,Operational,18.6,1996.0,Finland; Japan,"Wartsila Diesel Group (Finland), Marubeni Corporation (Japan)",ADB,ADB,,,Cambodia,Phnom Penh,Ruessei Kaev,Mekong Mainstrem - Lower Tonle Sap,11.5904,104.9153,,,World Resources Institute,datasets.wri.org/dataset/globalpowerplantdatabase; https://www.wartsila.com/media/news/26-05-2004-wartsila-power-for-cambodian-ipp; https://www.phnompenhpost.com/national/new-electricity-plant-surges-ahead,,
1169,Phon Thong power station,Biomass,Operational,9.9,2012.0,Thailand,"Advance Clean Power Co., Ltd.",,,,,Thailand,Roi Et,Phon Thong,Mun-Chi,16.27639,104.0128,,,Absolute Clean Energy,,https://www.ace-energy.co.th/en/our-business/projects/biomass-power-plant-projects/26/phon-thong-power-plant,
1170,Phong Huy 1 (Nhà máy điện gió Phong Huy 1),Wind,Planned,48.0,2021.0,Vietnam,Công ty CP Điện gió Phong Nguyên (Vietnam),,,,,Vietnam,Quảng Trị,Hướng Hóa,Xe Banghiang,16.7348,106.5931,"Actual location unknown, currently sited at locality in link/announcement",,News,https://cuocsongantoan.vn/quang-tri-cap-chu-truong-dau-tu-cho-hang-chuc-du-an-dien-gio-20832.html,http://www.tietkiemnangluong.vn/d6/news/Quang-Tri-se-co-them-3-nha-may-dien-gio-tong-muc-dau-tu-gan-5000-ty-dong-115-109-12521.aspx,
1171,Phong Huy 2 (Nhà máy điện gió Phong Huy 2),Wind,Planned,48.0,2021.0,Vietnam,Công ty cổ phần Điện gió Phong Huy (Vietnam),,,,,Vietnam,Quảng Trị,Hướng Hóa,Xe Banghiang,16.66516,106.6938,"Actual location unknown, currently sited at locality in link/announcement",,News,https://cuocsongantoan.vn/quang-tri-cap-chu-truong-dau-tu-cho-hang-chuc-du-an-dien-gio-20832.html,http://www.tietkiemnangluong.vn/d6/news/Quang-Tri-se-co-them-3-nha-may-dien-gio-tong-muc-dau-tu-gan-5000-ty-dong-115-109-12521.aspx,
1172,Phong Lieu (Nhà máy điện gió Phong Liệu),Wind,Planned,48.0,2021.0,Vietnam,Công ty CP điện gió Phong Liệu (Vietnam),,,,,Vietnam,Quảng Trị,Hướng Hóa,Xe Banghiang,16.66516,106.6938,"Actual location unknown, currently sited at locality in link/announcement",,News,https://cuocsongantoan.vn/quang-tri-cap-chu-truong-dau-tu-cho-hang-chuc-du-an-dien-gio-20832.html,http://www.tietkiemnangluong.vn/d6/news/Quang-Tri-se-co-them-3-nha-may-dien-gio-tong-muc-dau-tu-gan-5000-ty-dong-115-109-12521.aspx,
1173,Phong Nguyen (Nhà máy điện gió Phong Nguyên),Wind,Under Construction,48.0,,Vietnam,Công ty cổ phần Điện gió Phong Nguyên,,,,,Vietnam,Quảng Trị,Hướng Hóa,Xe Banghiang,16.69021,106.6157,"Actual location unknown, currently sited at locality in link/announcement",,News,https://cuocsongantoan.vn/quang-tri-cap-chu-truong-dau-tu-cho-hang-chuc-du-an-dien-gio-20832.html,http://baochinhphu.vn/Doanh-nghiep/Quang-Tri-dau-tu-gan-5000-ty-dong-xay-3-nha-may-dien-gio/383926.vgp,
1174,Photovoltaic Power Generation Project at Tumbol Cham Phak Phaeo,Solar,Unknown,5.75,,Thailand,Infinite Green Co. Ltd.,,,,,Thailand,Saraburi,Kaeng Khoi,Pasak,14.54,101.0781,,7476,UNFCCC,https://cdm.unfccc.int/Projects/DB/TUEV-RHEIN1353400767.66/view,,
1175,Photovoltaic Power Generation Project at Tumbol HuaiHaeng,Solar,Unknown,5.74,,Thailand,Infinite Green Co. Ltd.,,,,,Thailand,Saraburi,Kaeng Khoi,Pasak,14.4818,101.022,,7283,UNFCCC,https://cdm.unfccc.int/Projects/DB/TUEV-RHEIN1352858701.74/view,,
1176,Phrae Solar Power Plant,Solar,Operational,1.0,,Thailand,Thai Solar Energy Public Company Limited (TSE),,,,,Thailand,Phrae,Muang Phrae,Yom,18.1196,100.1386,,1333.654,World Resources Institute,http://www.thaisolarenergy.com/project.php?menu=future_projects,,
1177,Phrom Thep Cape,Wind,Operational,20.0,2008.0,Thailand,EGAT (Thailand),,,,,Thailand,Phuket,Muang Phuket,Coastal Rivers Krabi-Phukhet-Phangnga,7.75913,98.30365,,,Wikipedia,https://www.egat.co.th/en/information/power-plants-and-dams?view=article&id=462:phromthep-cape-renewable-energy-power-plant&catid=16,https://thethaiger.com/news/phuket/Promthep-wind-power-project-stalled,
1178,Phromthep Cape Renewable Energy Power Plant,Solar,Operational,8.0,1996.0,Thailand,EGAT (Thailand),,,,,Thailand,Phuket,Muang Phuket,Coastal Rivers Krabi-Phukhet-Phangnga,7.7591,98.3037,,,Electricity Generating Authority of Thailand,https://www.egat.co.th/en/information/power-plants-and-dams?view=article&id=462:phromthep-cape-renewable-energy-power-plant&catid=16,,
1179,Phromthep Cape Renewable Energy Power Plant,Wind,Operational,0.15,1996.0,Thailand,EGAT (Thailand),,,,,Thailand,Phuket,Muang Phuket,Coastal Rivers Krabi-Phukhet-Phangnga,7.770278,98.30639,,,Electricity Generating Authority of Thailand,https://www.egat.co.th/en/information/power-plants-and-dams?view=article&id=462:phromthep-cape-renewable-energy-power-plant&catid=16,,
1180,Phu Khieo Bio-Energy Co-generation Project,Biomass,Unknown,29.0,,Thailand; United Kingdom,Phu Khieo Bio-Energy Company Limited (subsidiary of Mitr Phol Sugar); Trading Emissions PLC,,,,,Thailand,Chaiyaphum,Phu Khieo,Mun-Chi,16.48139,102.1236,,,UNFCCC,Bagasse from sugar and cane leaves,https://cdm.unfccc.int/Projects/DB/DNV-CUK1174895235.33/view; https://www.mitrphol.com/page_detail.php?p=2&topic=8,
1181,Phu Lac (Điện gió Phú Lạc),Wind,Operational,24.0,2016.0,Vietnam,"Thuan Binh Wind Power JSC (Công ty Cổ phần Phong điện Thuận Bình), an EVN’s affiliate (Vietnam)",Germany,Kreditanstalt für Wiederaufbau KfW,,,Vietnam,Bình Thuận,Tuy Phong,Coastal Tributaries Binh Thuan,11.22335,108.6961,,59000,EVN,https://vi.wikipedia.org/wiki/%C4%90i%E1%BB%87n_gi%C3%B3_Ph%C3%BA_L%E1%BA%A1c,,
1182,Phu My 1 (Nhà Máy Nhiệt Điện Phú Mỹ 1),Gas,Operational,1089.0,2000.0,Vietnam,EVN (Vietnam),Japan,JICA,Japan,Mitsubishi Heavy Industries (Japan),Vietnam,Bà Rịa - Vũng Tàu,Tân Thành,Coastal Tributaries Ba Ria-Dong Nai-HCMC,10.60577,107.0365,,,Vietnam Electricity,https://en.wikipedia.org/wiki/Ph%C3%BA_M%E1%BB%B9_Power_Plants,,
1183,Phu My 2.1 (Nhà Máy Nhiệt Điện Phú Mỹ 2 ),Gas,Operational,860.0,2002.0,Vietnam,EVN (Vietnam),World Bank Group,World Bank Group,Germany; Japan,"Siemens (Germany), Mitsui (Japan)",Vietnam,Bà Rịa - Vũng Tàu,Tân Thành,Coastal Tributaries Ba Ria-Dong Nai-HCMC,10.60118,107.0367,,,Vietnam Electricity,https://en.wikipedia.org/wiki/Ph%C3%BA_M%E1%BB%B9_Power_Plants,,
1184,Phu My 2.2 (Nhà Máy Nhiệt Điện Phú Mỹ 2),Gas,Operational,720.0,2004.0,France; Japan,"Mekong Energy Limited (France, Japan)",World Bank Group,World Bank Group,,,Vietnam,Bà Rịa - Vũng Tàu,Tân Thành,Coastal Tributaries Ba Ria-Dong Nai-HCMC,10.60313,107.0374,,,Vietnam Electricity,https://en.wikipedia.org/wiki/Ph%C3%BA_M%E1%BB%B9_Power_Plants; http://nangluongvietnam.vn/news/vn/dien-luc-viet-nam/tinh-hinh-thuc-hien-cac-du-an-dien-theo-hinh-thuc-bot-o-viet-nam.html,,03/29/2021
1185,Phu My 3 (Nhà Máy Nhiệt Điện Phú Mỹ 3),Gas,Operational,720.0,2004.0,United Kingdom,TNK BP (UK),Japan; ADB,ADB; JICB (Japan); Nippon Export and Investment Insurance (Japan),Germany,Siemens (Germany),Vietnam,Bà Rịa - Vũng Tàu,Tân Thành,Coastal Tributaries Ba Ria-Dong Nai-HCMC,10.59768,107.0345,,,Vietnam Electricity,https://en.wikipedia.org/wiki/Ph%C3%BA_M%E1%BB%B9_Power_Plants; http://nangluongvietnam.vn/news/vn/dien-luc-viet-nam/tinh-hinh-thuc-hien-cac-du-an-dien-theo-hinh-thuc-bot-o-viet-nam.html,,03/29/2021
